id,type,channel,content,sender,timestamp,is_scam,scam_type,urgency_score,threat_score,caller_id,duration,voice_quality,background_noise,speech_rate,pitch_variation,is_deepfake,video_quality,lighting_consistency,blink_rate,lip_sync_score,face_consistency
scam_23,text,email,"This is Income Tax Department calling. We have received a complaint against you for identity theft. You need to pay ₹2,50,000 immediately to avoid digital arrest. Do not disconnect this call.",+91-4321098765,2025-09-12 20:08:20.460076,True,digital_arrest,0.8719149457929167,0.7738172552927942,,,,,,,,,,,,
scam_24,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 456789 and verify your identity immediately.",noreply@tax-department-urgent.org,2025-09-13 04:08:20.460079,True,banking_fraud,0.8345426541008911,0.6865794047657696,,,,,,,,,,,,
scam_25,text,whatsapp,"This is Priya Sharma from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",+91-6543210987,2025-09-12 23:08:20.460083,True,government_official,0.9072808871134738,0.7681164888807177,,,,,,,,,,,,
scam_26,text,whatsapp,"This is Rajesh Kumar from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",+91-3210987654,2025-09-12 16:08:20.460087,True,government_official,0.7271798819481992,0.8560012522497054,,,,,,,,,,,,
scam_27,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",noreply@police-department-cyber.in,2025-09-12 15:08:20.460090,True,banking_fraud,0.7513316980668232,0.8189613714108347,,,,,,,,,,,,
scam_28,text,sms,"This is Police Department calling. We have received a complaint against you for tax evasion. You need to pay ₹2,50,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@tax-department-urgent.org,2025-09-12 10:08:20.460094,True,digital_arrest,0.7827124404004098,0.833038408612945,,,,,,,,,,,,
scam_29,text,email,"This is Sunita Patel from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",+91-7654321098,2025-09-13 00:08:20.460098,True,government_official,0.8161582878007572,0.8553677965219506,,,,,,,,,,,,
scam_30,text,whatsapp,"This is Police Department calling. We have received a complaint against you for identity theft. You need to pay ₹2,50,000 immediately to avoid digital arrest. Do not disconnect this call.",+91-3210987654,2025-09-12 14:08:20.460102,True,digital_arrest,0.7704649973956559,0.7172941689444138,,,,,,,,,,,,
scam_31,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",+91-3210987654,2025-09-12 12:08:20.460105,True,banking_fraud,0.855960602375917,0.775412865488655,,,,,,,,,,,,
scam_32,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 987654 and verify your identity immediately.",noreply@tax-department-urgent.org,2025-09-12 22:08:20.460108,True,banking_fraud,0.772459854730817,0.9100129020656945,,,,,,,,,,,,
scam_33,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",noreply@gov-india-security.net,2025-09-12 18:08:20.460111,True,banking_fraud,0.804652216866331,0.6714436470233357,,,,,,,,,,,,
scam_34,text,sms,"This is Banking Security calling. We have received a complaint against you for fraudulent transactions. You need to pay ₹5,00,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@tax-department-urgent.org,2025-09-12 17:08:20.460115,True,digital_arrest,0.7923856083435832,0.9593480081466556,,,,,,,,,,,,
scam_35,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",noreply@secure-bank-verification.com,2025-09-13 00:08:20.460121,True,banking_fraud,0.9285579454351562,0.9326479311228688,,,,,,,,,,,,
scam_36,text,whatsapp,"This is Banking Security calling. We have received a complaint against you for money laundering. You need to pay ₹1,00,000 immediately to avoid digital arrest. Do not disconnect this call.",+91-2109876543,2025-09-13 01:08:20.460124,True,digital_arrest,0.8989402171411898,0.9301195794309386,,,,,,,,,,,,
scam_37,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 456789 and verify your identity immediately.",+91-6543210987,2025-09-12 23:08:20.460127,True,banking_fraud,0.8207051563136247,0.836351296273034,,,,,,,,,,,,
scam_38,text,sms,"This is Police Department calling. We have received a complaint against you for money laundering. You need to pay ₹50,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@police-department-cyber.in,2025-09-12 12:08:20.460131,True,digital_arrest,0.7260132601452878,0.6600138978082102,,,,,,,,,,,,
scam_39,text,whatsapp,"This is Rajesh Kumar from Income Tax Department. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",noreply@tax-department-urgent.org,2025-09-12 12:08:20.460135,True,government_official,0.9539873350622876,0.7843111834526206,,,,,,,,,,,,
scam_40,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",+91-4321098765,2025-09-12 18:08:20.460138,True,banking_fraud,0.9090859754769512,0.7292949858011484,,,,,,,,,,,,
scam_41,text,sms,"This is Priya Sharma from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",noreply@gov-india-security.net,2025-09-13 03:08:20.460143,True,government_official,0.7289764089853003,0.9542521431954578,,,,,,,,,,,,
scam_42,text,email,"This is Cyber Crime Unit calling. We have received a complaint against you for fraudulent transactions. You need to pay ₹50,000 immediately to avoid digital arrest. Do not disconnect this call.",+91-4321098765,2025-09-12 15:08:20.460148,True,digital_arrest,0.793180527884049,0.8715573905443423,,,,,,,,,,,,
scam_43,text,sms,"This is Priya Sharma from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",+91-7654321098,2025-09-12 14:08:20.460153,True,government_official,0.919478589891654,0.7766578307050207,,,,,,,,,,,,
scam_44,text,sms,"This is Police Department calling. We have received a complaint against you for identity theft. You need to pay ₹50,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@tax-department-urgent.org,2025-09-13 02:08:20.460156,True,digital_arrest,0.8863329772116062,0.6210873691571273,,,,,,,,,,,,
scam_45,text,email,"This is Priya Sharma from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",noreply@tax-department-urgent.org,2025-09-12 16:08:20.460160,True,government_official,0.9284927982581183,0.8590088666397284,,,,,,,,,,,,
scam_46,text,sms,"This is Income Tax Department calling. We have received a complaint against you for fraudulent transactions. You need to pay ₹2,50,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@secure-bank-verification.com,2025-09-13 06:08:20.460163,True,digital_arrest,0.7656893029294216,0.6153801196554983,,,,,,,,,,,,
scam_47,text,email,"This is Banking Security calling. We have received a complaint against you for tax evasion. You need to pay ₹1,00,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@secure-bank-verification.com,2025-09-13 00:08:20.460167,True,digital_arrest,0.9163038186680806,0.8762291570914642,,,,,,,,,,,,
scam_48,text,whatsapp,"This is Rajesh Kumar from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",noreply@gov-india-security.net,2025-09-13 07:08:20.460171,True,government_official,0.8154158886790642,0.8763170070765683,,,,,,,,,,,,
scam_49,text,sms,"This is Amit Singh from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",+91-9876543210,2025-09-12 14:08:20.460174,True,government_official,0.801794195992487,0.9438805387752522,,,,,,,,,,,,
scam_50,text,whatsapp,"This is Rajesh Kumar from Income Tax Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",+91-8765432109,2025-09-12 13:08:20.460178,True,government_official,0.7820160405136245,0.865788359565596,,,,,,,,,,,,
scam_51,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 456789 and verify your identity immediately.",+91-8765432109,2025-09-12 08:08:20.460180,True,banking_fraud,0.9672824603820195,0.7594709270063087,,,,,,,,,,,,
scam_52,text,sms,"This is Rajesh Kumar from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",+91-9876543210,2025-09-12 23:08:20.460184,True,government_official,0.8914864937719544,0.6817348929759506,,,,,,,,,,,,
scam_53,text,email,"This is Amit Singh from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",+91-8765432109,2025-09-13 02:08:20.460187,True,government_official,0.8833611424049428,0.6846222077223855,,,,,,,,,,,,
scam_54,text,email,"This is Rajesh Kumar from Income Tax Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",noreply@gov-india-security.net,2025-09-12 09:08:20.460191,True,government_official,0.9527780919321451,0.8832532894877945,,,,,,,,,,,,
scam_55,text,whatsapp,"This is Rajesh Kumar from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",noreply@tax-department-urgent.org,2025-09-13 05:08:20.460195,True,government_official,0.9276752661045746,0.7488231357680373,,,,,,,,,,,,
scam_56,text,whatsapp,"This is Sunita Patel from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",+91-6543210987,2025-09-12 16:08:20.460198,True,government_official,0.9542235296573307,0.7842788187309897,,,,,,,,,,,,
scam_57,text,sms,"This is Priya Sharma from Income Tax Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",noreply@gov-india-security.net,2025-09-13 05:08:20.460202,True,government_official,0.8421066419287908,0.7316762016595943,,,,,,,,,,,,
scam_58,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",+91-6543210987,2025-09-12 20:08:20.460204,True,banking_fraud,0.8394386607101347,0.9125400639002793,,,,,,,,,,,,
scam_59,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 987654 and verify your identity immediately.",noreply@gov-india-security.net,2025-09-12 20:08:20.460207,True,banking_fraud,0.7320187418691889,0.9762500467516588,,,,,,,,,,,,
scam_60,text,whatsapp,"This is Sunita Patel from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",noreply@gov-india-security.net,2025-09-12 16:08:20.460211,True,government_official,0.9376818106662006,0.601293564069088,,,,,,,,,,,,
scam_61,text,whatsapp,"This is Police Department calling. We have received a complaint against you for identity theft. You need to pay ₹50,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@secure-bank-verification.com,2025-09-12 16:08:20.460217,True,digital_arrest,0.8128152952021269,0.6017560057300015,,,,,,,,,,,,
scam_62,text,sms,"This is Cyber Crime Unit calling. We have received a complaint against you for tax evasion. You need to pay ₹1,00,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@secure-bank-verification.com,2025-09-13 06:08:20.460221,True,digital_arrest,0.9464217726757362,0.6293423192625834,,,,,,,,,,,,
scam_63,text,sms,"This is Banking Security calling. We have received a complaint against you for fraudulent transactions. You need to pay ₹5,00,000 immediately to avoid digital arrest. Do not disconnect this call.",+91-8765432109,2025-09-12 09:08:20.460225,True,digital_arrest,0.9293995069707403,0.9552172562827634,,,,,,,,,,,,
scam_64,text,whatsapp,"This is Banking Security calling. We have received a complaint against you for fraudulent transactions. You need to pay ₹50,000 immediately to avoid digital arrest. Do not disconnect this call.",+91-5432109876,2025-09-12 10:08:20.460229,True,digital_arrest,0.8064491084510579,0.8905496882141828,,,,,,,,,,,,
scam_65,text,whatsapp,"This is Amit Singh from Income Tax Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",+91-4321098765,2025-09-12 15:08:20.460233,True,government_official,0.7478853191887592,0.6120939261410202,,,,,,,,,,,,
scam_66,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 987654 and verify your identity immediately.",+91-2109876543,2025-09-13 02:08:20.460236,True,banking_fraud,0.9502339462739429,0.9374645004035853,,,,,,,,,,,,
scam_67,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",+91-7654321098,2025-09-12 08:08:20.460239,True,banking_fraud,0.7509270330113343,0.9344961059513573,,,,,,,,,,,,
scam_68,text,email,"This is Rajesh Kumar from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",+91-6543210987,2025-09-12 15:08:20.460244,True,government_official,0.8460863014353933,0.9220012195442046,,,,,,,,,,,,
scam_69,text,whatsapp,"This is Priya Sharma from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",noreply@tax-department-urgent.org,2025-09-12 11:08:20.460248,True,government_official,0.7915370400270985,0.8266486335991126,,,,,,,,,,,,
scam_70,text,email,"This is Sunita Patel from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",noreply@tax-department-urgent.org,2025-09-12 20:08:20.460251,True,government_official,0.9931241301910894,0.9872197044148057,,,,,,,,,,,,
scam_71,text,email,"This is Rajesh Kumar from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",noreply@police-department-cyber.in,2025-09-13 01:08:20.460255,True,government_official,0.8402209599934667,0.9039993270789443,,,,,,,,,,,,
scam_72,text,sms,"This is Sunita Patel from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",noreply@police-department-cyber.in,2025-09-12 14:08:20.460264,True,government_official,0.7414522295061072,0.7246731352276421,,,,,,,,,,,,
scam_73,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 456789 and verify your identity immediately.",+91-7654321098,2025-09-12 17:08:20.460266,True,banking_fraud,0.891569670857032,0.7092657532013353,,,,,,,,,,,,
scam_74,text,email,"This is Banking Security calling. We have received a complaint against you for fraudulent transactions. You need to pay ₹50,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@secure-bank-verification.com,2025-09-13 05:08:20.460270,True,digital_arrest,0.9596399876106758,0.7690703000380938,,,,,,,,,,,,
scam_75,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 987654 and verify your identity immediately.",+91-4321098765,2025-09-12 19:08:20.460273,True,banking_fraud,0.9289019885273607,0.8408108747479058,,,,,,,,,,,,
scam_76,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 789012 and verify your identity immediately.",+91-6543210987,2025-09-12 08:08:20.460276,True,banking_fraud,0.9952862906319264,0.6808363212698706,,,,,,,,,,,,
scam_77,text,whatsapp,"This is Amit Singh from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",noreply@police-department-cyber.in,2025-09-13 07:08:20.460280,True,government_official,0.8324779503598524,0.888610935989723,,,,,,,,,,,,
scam_78,text,whatsapp,"This is Priya Sharma from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",noreply@secure-bank-verification.com,2025-09-12 19:08:20.460284,True,government_official,0.897906854907026,0.8937699028460466,,,,,,,,,,,,
scam_79,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 789012 and verify your identity immediately.",noreply@police-department-cyber.in,2025-09-12 19:08:20.460287,True,banking_fraud,0.7194752777739474,0.8910617325004615,,,,,,,,,,,,
scam_80,text,sms,"This is Sunita Patel from Income Tax Department. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",+91-3210987654,2025-09-12 08:08:20.460291,True,government_official,0.7559335916258981,0.8013239898629987,,,,,,,,,,,,
scam_81,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 789012 and verify your identity immediately.",noreply@tax-department-urgent.org,2025-09-13 01:08:20.460296,True,banking_fraud,0.8518093113984584,0.7655858727424668,,,,,,,,,,,,
scam_82,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 789012 and verify your identity immediately.",+91-6543210987,2025-09-12 17:08:20.460299,True,banking_fraud,0.7598787344504807,0.7821859700926752,,,,,,,,,,,,
scam_83,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 789012 and verify your identity immediately.",+91-4321098765,2025-09-12 09:08:20.460301,True,banking_fraud,0.8599587131981864,0.6084482219869921,,,,,,,,,,,,
scam_84,text,whatsapp,"This is Rajesh Kumar from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",+91-7654321098,2025-09-13 03:08:20.460305,True,government_official,0.8736795484398199,0.828009185060069,,,,,,,,,,,,
scam_85,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 456789 and verify your identity immediately.",noreply@tax-department-urgent.org,2025-09-13 00:08:20.460307,True,banking_fraud,0.9618784866189951,0.8692864042058668,,,,,,,,,,,,
scam_86,text,sms,"This is Rajesh Kumar from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",noreply@secure-bank-verification.com,2025-09-12 12:08:20.460311,True,government_official,0.9235419085028413,0.7216235543243563,,,,,,,,,,,,
scam_87,text,sms,"This is Priya Sharma from GST Department. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",+91-5432109876,2025-09-13 07:08:20.460315,True,government_official,0.9770566797133997,0.7047010631939814,,,,,,,,,,,,
scam_88,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",noreply@secure-bank-verification.com,2025-09-12 16:08:20.460318,True,banking_fraud,0.9189270248899608,0.6977526269536867,,,,,,,,,,,,
scam_89,text,email,"This is Rajesh Kumar from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",+91-5432109876,2025-09-12 12:08:20.460322,True,government_official,0.9216497484749275,0.8139684263283562,,,,,,,,,,,,
scam_90,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 789012 and verify your identity immediately.",noreply@gov-india-security.net,2025-09-12 19:08:20.460324,True,banking_fraud,0.8503656028449332,0.7975964685617057,,,,,,,,,,,,
scam_91,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 789012 and verify your identity immediately.",+91-9876543210,2025-09-12 16:08:20.460328,True,banking_fraud,0.7891551491065961,0.8265799595515526,,,,,,,,,,,,
scam_92,text,sms,"This is Income Tax Department calling. We have received a complaint against you for identity theft. You need to pay ₹5,00,000 immediately to avoid digital arrest. Do not disconnect this call.",+91-9876543210,2025-09-13 07:08:20.460331,True,digital_arrest,0.8270598169095248,0.7252693437150965,,,,,,,,,,,,
scam_93,text,sms,"This is Amit Singh from Income Tax Department. Your PAN card has been suspended due to suspicious activities. Pay ₹50,000 to reactivate it within 24 hours.",noreply@gov-india-security.net,2025-09-13 06:08:20.460335,True,government_official,0.7160066896274692,0.8361309131681103,,,,,,,,,,,,
scam_94,text,whatsapp,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",+91-4321098765,2025-09-12 21:08:20.460338,True,banking_fraud,0.9243093397637623,0.9735657881405555,,,,,,,,,,,,
scam_95,text,email,"Your bank account has been compromised. To secure your account, please share your OTP 789012 and verify your identity immediately.",+91-3210987654,2025-09-12 21:08:20.460341,True,banking_fraud,0.9768611176458195,0.9528374779313138,,,,,,,,,,,,
scam_96,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 123456 and verify your identity immediately.",+91-2109876543,2025-09-13 00:08:20.460351,True,banking_fraud,0.8539026407702859,0.9869021388718479,,,,,,,,,,,,
scam_97,text,email,"This is Rajesh Kumar from Income Tax Department. Your PAN card has been suspended due to suspicious activities. Pay ₹25,000 to reactivate it within 24 hours.",noreply@police-department-cyber.in,2025-09-12 09:08:20.460355,True,government_official,0.8535065334277375,0.7201512054175195,,,,,,,,,,,,
scam_98,text,whatsapp,"This is Banking Security calling. We have received a complaint against you for money laundering. You need to pay ₹5,00,000 immediately to avoid digital arrest. Do not disconnect this call.",noreply@gov-india-security.net,2025-09-13 06:08:20.460359,True,digital_arrest,0.8030850191954351,0.8210533949185997,,,,,,,,,,,,
scam_99,text,sms,"This is Sunita Patel from PAN Card Office. Your PAN card has been suspended due to suspicious activities. Pay ₹75,000 to reactivate it within 24 hours.",noreply@secure-bank-verification.com,2025-09-13 07:08:20.460363,True,government_official,0.8327108379886998,0.8618101988713558,,,,,,,,,,,,
scam_100,text,sms,"Your bank account has been compromised. To secure your account, please share your OTP 456789 and verify your identity immediately.",+91-5432109876,2025-09-12 16:08:20.460368,True,banking_fraud,0.9079676682444775,0.6869283988224985,,,,,,,,,,,,
legit_1,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,support@outlook.com,2025-09-12 09:08:20.460373,False,,0.11067409419972628,0.053269758664699074,,,,,,,,,,,,
legit_2,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,support@gmail.com,2025-09-13 07:08:20.460377,False,,0.06476609312622783,0.029450580786328208,,,,,,,,,,,,
legit_3,text,whatsapp,Your monthly bank statement is ready. Please check your registered email for details.,support@rediffmail.com,2025-09-12 10:08:20.460380,False,,0.006835028279282762,0.11624727010917627,,,,,,,,,,,,
legit_4,text,email,Your monthly bank statement is ready. Please check your registered email for details.,support@outlook.com,2025-09-13 06:08:20.460383,False,,0.24024613973717865,0.08986774323203456,,,,,,,,,,,,
legit_5,text,whatsapp,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@rediffmail.com,2025-09-13 04:08:20.460387,False,,0.27079818868722083,0.11534574256838957,,,,,,,,,,,,
legit_6,text,whatsapp,Your monthly bank statement is ready. Please check your registered email for details.,+91-2109876543,2025-09-12 23:08:20.460389,False,,0.004297840441133893,0.022547973147334966,,,,,,,,,,,,
legit_7,text,email,Your credit card payment of ₹₹27250 is due on 2025-09-23. Please pay to avoid late fees.,+91-7654321098,2025-09-12 11:08:20.460409,False,,0.21714775883687853,0.0728769966317522,,,,,,,,,,,,
